<NUMBER OF ZONES>			110									
<NUMBER OF NODES>			1020									
<FIRST THRU NODE>			111									
<NUMBER OF LINKS>			2522									
<ORIGINAL HEADER>~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type		;
	9	277	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	10	205	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	10	206	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	10	214	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	11	206	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	11	207	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	12	210	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	12	217	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	12	222	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	13	208	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	13	211	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	13	224	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	14	244	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	15	228	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	15	533	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	15	538	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	16	601	1	1	1	0.00E+00	0	0	0	9	0	;
	16	602	1	1	1	0.00E+00	0	0	0	9	0	;
	17	597	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	17	608	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	17	621	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	18	914	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	18	937	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	18	938	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	18	946	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	19	617	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	19	919	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	19	931	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	20	916	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	21	915	1	0.5	0.5	0.00E+00	0	0	0	9	95.87817464	;
	21	943	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	22	831	1	1.166666667	1.166666667	0.00E+00	0	0	0	9	0	;
	23	823	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	23	835	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	23	836	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	23	839	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	24	827	1	1.166666667	1.166666667	0.00E+00	0	0	0	9	0	;
	24	838	1	1.166666667	1.166666667	0.00E+00	0	0	0	9	0	;
	24	855	1	1.166666667	1.166666667	0.00E+00	0	0	0	9	0	;
	25	821	1	1.25	1.25	0.00E+00	0	0	0	9	0	;
	25	841	1	1.25	1.25	0.00E+00	0	0	0	9	0	;
	25	849	1	1.25	1.25	0.00E+00	0	0	0	9	0	;
	26	322	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	26	844	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	26	851	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	27	317	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	27	333	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	27	824	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	27	832	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	15.78656351	;
	28	328	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	28	339	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	28	825	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	29	325	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	29	331	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	30	286	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	30	340	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	31	366	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	31	405	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	31	448	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	31	779	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	32	287	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	32	347	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	32	355	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	32	356	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	33	255	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	33	858	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	33	961	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	33	963	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	34	870	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	34	962	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	34	964	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	34	967	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	35	758	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	35	760	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	35	869	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	35	966	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	36	763	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	36	764	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	36	767	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	36	788	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	36	796	1	0.616666667	0.616666667	0.00E+00	0	0	0	9	0	;
	37	349	1	0.7	0.7	0.00E+00	0	0	0	9	0	;
	37	393	1	0.7	0.7	0.00E+00	0	0	0	9	0	;
	37	458	1	0.7	0.7	0.00E+00	0	0	0	9	0	;
	37	459	1	0.7	0.7	0.00E+00	0	0	0	9	0	;
	37	803	1	0.7	0.7	0.00E+00	0	0	0	9	0	;
	38	255	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	38	262	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	38	267	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	39	254	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	39	873	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	39	880	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	39	881	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	40	633	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	40	883	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	41	761	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	41	866	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	41	875	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	41	885	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	42	666	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	42	676	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	42	679	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	42	687	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	43	668	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	43	688	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	43	689	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	43	696	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	43	722	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	44	450	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	44	455	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	44	473	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	44	503	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	45	522	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	45	530	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	45	551	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	45	555	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	46	262	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	46	263	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	47	264	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	47	887	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	48	261	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	48	890	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	49	625	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	49	646	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	50	623	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	50	652	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	50	700	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	51	655	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	51	702	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	51	706	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	51	710	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	52	640	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	52	659	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	52	699	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	52	714	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	53	525	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	53	585	1	0.5	0.5	0.00E+00	0	0	0	9	59.76967883	;
	53	664	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	54	979	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	55	251	1	0.633333333	0.633333333	0.00E+00	0	0	0	9	0	;
	55	891	1	0.633333333	0.633333333	0.00E+00	0	0	0	9	0	;
	55	979	1	0.633333333	0.633333333	0.00E+00	0	0	0	9	0	;
	56	889	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	57	889	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	57	992	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	57	1003	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	58	627	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	58	888	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	59	889	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	59	986	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	60	893	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	60	896	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	60	900	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	61	624	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	61	630	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	61	642	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	62	629	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	62	637	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	62	653	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	63	902	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	63	908	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	63	947	1	0.533333333	0.533333333	0.00E+00	0	0	0	9	0	;
	64	632	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	64	923	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	64	925	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	65	921	1	0.866666667	0.866666667	0.00E+00	0	0	0	9	0	;
	65	926	1	0.866666667	0.866666667	0.00E+00	0	0	0	9	0	;
	65	936	1	0.866666667	0.866666667	0.00E+00	0	0	0	9	0	;
	66	998	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	67	994	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	67	995	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	67	996	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	68	986	1	0.95	0.95	0.00E+00	0	0	0	9	0	;
	68	1002	1	0.95	0.95	0.00E+00	0	0	0	9	0	;
	68	1003	1	0.95	0.95	0.00E+00	0	0	0	9	0	;
	69	982	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	69	985	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	70	904	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	70	959	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	70	960	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	70	983	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	71	949	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	71	958	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	71	985	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	72	951	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	72	957	1	0.916666667	0.916666667	0.00E+00	0	0	0	9	0	;
	73	928	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	73	940	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	74	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	74	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	74	842	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	74	321	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	74	1020	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	75	848	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	75	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	76	304	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	76	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	76	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	77	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	77	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	78	848	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	78	839	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	79	304	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	79	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	80	304	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	80	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	81	848	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	81	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	81	247	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	82	848	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	41.84384753	;
	82	247	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	82	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	83	848	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	83	247	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	83	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	84	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	85	304	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	85	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	85	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	63.28756479	;
	85	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	86	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	86	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	86	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	87	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	87	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	88	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	88	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	89	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	90	304	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	90	322	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	90	321	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	90	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	91	1010	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	91	954	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	91	1005	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	92	1006	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	92	1005	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	93	1006	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	93	1005	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	94	263	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	94	999	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	95	988	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	96	1005	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	189.6820777	;
	96	1006	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	97	999	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	98	1009	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	99	1006	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	99	1005	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	100	1006	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	100	1007	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	101	263	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	102	1009	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	103	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	104	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	105	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	106	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	107	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	107	313	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	108	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	109	849	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	110	999	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	201	456	1	1	1	4.30E-17	4.603	0	0	1	0	;
	202	204	1	0.186666667	0.186666667	1.95E-18	4.446	0	0	1	0	;
	203	456	1	0.186666667	0.186666667	1.95E-18	4.446	0	0	1	0	;
	204	203	1	0.173333333	0.173333333	1.95E-18	4.446	0	0	1	0	;
	205	206	1	0.266666667	0.266666667	1.95E-18	4.446	0	0	1	0	;
	205	214	1	0.428571429	0.428571429	1.09E-18	4.924	0	0	1	0	;
	205	215	1	0.514285714	0.514285714	3.26E-18	4.924	0	0	1	0	;
	205	10	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	206	213	1	0.2	0.2	1.95E-18	4.446	0	0	1	0	;
	206	10	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	206	11	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	206	486	1	0.266666667	0.266666667	1.95E-18	4.446	0	0	1	0	;
	207	201	1	0.78	0.78	1.05E-15	4.603	0	0	1	0	;
	207	209	1	0.24	0.24	3.26E-18	4.924	0	0	1	0	;
	207	215	1	0.411428571	0.411428571	3.26E-18	4.924	0	0	1	0	;
	207	11	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	208	209	1	1.062857143	1.062857143	3.26E-18	4.924	0	0	1	0	;
	208	211	1	0.96	0.96	1.95E-18	4.446	0	0	1	0	;
	208	273	1	0.226666667	0.226666667	1.95E-18	4.446	0	0	1	0	;
	208	277	1	0.685714286	0.685714286	3.58E-20	4.924	0	0	1	0	;
	208	13	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	209	207	1	0.24	0.24	3.26E-18	4.924	0	0	1	0	;
	209	208	1	1.062857143	1.062857143	3.26E-18	4.924	0	0	1	8.288802983	;
	210	211	1	0.573333333	0.573333333	4.25E-17	4.446	0	0	1	0	;
	210	212	1	0.56	0.56	3.74E-16	4.603	0	0	1	0	;
	210	12	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	210	469	1	0.666666667	0.666666667	4.25E-17	4.446	0	0	1	0	;
	211	208	1	0.96	0.96	1.95E-18	4.446	0	0	1	0	;
	211	210	1	0.573333333	0.573333333	4.25E-17	4.446	0	0	1	0	;
	211	233	1	0.48	0.48	1.54E-17	4.603	0	0	1	0	;
	211	237	1	0.291428571	0.291428571	3.58E-20	4.924	0	0	1	0	;
	211	13	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	212	209	1	0.56	0.56	3.74E-16	4.603	0	0	1	0	;
	213	214	1	0.2	0.2	7.23E-19	4.446	0	0	1	0	;
	213	454	1	0.32	0.32	7.23E-19	4.446	0	0	1	0	;
	214	205	1	0.428571429	0.428571429	1.09E-18	4.924	0	0	1	0	;
	214	10	1	0.416666667	0.416666667	0.00E+00	0	0	0	9	0	;
	214	468	1	0.293333333	0.293333333	7.23E-19	4.446	0	0	1	0	;
	214	475	1	0.325714286	0.325714286	1.83E-18	4.924	0	0	1	0	;
	215	205	1	0.514285714	0.514285714	3.26E-18	4.924	0	0	1	0	;
	215	207	1	0.411428571	0.411428571	3.26E-18	4.924	0	0	1	0	;
	216	217	1	0.171428571	0.171428571	1.09E-18	4.924	0	0	1	0	;
	216	221	1	0.28	0.28	3.74E-16	4.603	0	0	1	0	;
	216	224	1	0.531428571	0.531428571	1.09E-18	4.924	0	0	1	0	;
	217	216	1	0.171428571	0.171428571	1.09E-18	4.924	0	0	1	0	;
	217	220	1	0.154285714	0.154285714	1.09E-18	4.924	0	0	1	0	;
	217	222	1	0.12	0.12	1.09E-18	4.924	0	0	1	0	;
	217	223	1	0.188571429	0.188571429	3.30E-17	4.924	0	0	1	0	;
	217	12	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	218	210	1	0.42	0.42	3.93E-15	4.603	0	0	1	0	;
	219	222	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	48.21040944	;
	219	223	1	0.188571429	0.188571429	1.48E-19	4.924	0	0	1	0	;
	220	221	1	0.171428571	0.171428571	1.48E-19	4.924	0	0	1	0	;
	221	218	1	0.4	0.4	3.93E-15	4.603	0	0	1	0	;
	221	230	1	0.6	0.6	1.48E-19	4.924	0	0	1	0	;
	222	217	1	0.12	0.12	1.09E-18	4.924	0	0	1	0	;
	222	225	1	0.154285714	0.154285714	1.09E-18	4.924	0	0	1	0	;
	222	12	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	223	217	1	0.188571429	0.188571429	3.30E-17	4.924	0	0	1	0	;
	223	220	1	0.222857143	0.222857143	1.48E-19	4.924	0	0	1	0	;
	224	216	1	0.531428571	0.531428571	1.09E-18	4.924	0	0	1	0	;
	224	228	1	2.348571429	2.348571429	1.09E-18	4.924	0	0	1	0	;
	224	230	1	0.257142857	0.257142857	3.58E-20	4.924	0	0	1	0	;
	224	13	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	225	222	1	0.154285714	0.154285714	1.09E-18	4.924	0	0	1	0	;
	225	228	1	0.617142857	0.617142857	1.48E-19	4.924	0	0	1	0	;
	225	234	1	0.36	0.36	4.25E-17	4.446	0	0	1	0	;
	226	235	1	0.342857143	0.342857143	9.24E-20	4.924	0	0	1	0	;
	226	238	1	0.72	0.72	4.25E-17	4.446	0	0	1	0	;
	226	539	1	0.533333333	0.533333333	4.25E-17	4.446	0	0	1	0	;
	227	229	1	1.2	1.2	3.74E-16	4.603	0	0	1	0	;
	227	236	1	0.308571429	0.308571429	1.09E-18	4.924	0	0	1	0	;
	227	603	1	0.72	0.72	1.40E-18	4.924	0	0	1	0	;
	228	225	1	0.617142857	0.617142857	1.48E-19	4.924	0	0	1	0	;
	228	227	1	0.514285714	0.514285714	1.19E-20	4.924	0	0	1	0	;
	228	235	1	0.342857143	0.342857143	9.24E-20	4.924	0	0	1	160.3338255	;
	228	15	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	229	227	1	1.2	1.2	3.74E-16	4.603	0	0	1	0	;
